"Term","Synonym","UG/GR","Section Number","Subject","Course #","Section #","Crs Level","Course Type","Reg Restrictions","Bldg","Room","Section Title","Faculty Name (LFM)","Faculty Name 2 (LFM)","Sec Start Date","Meeting Start Date","Sec End Date","Meeting End Date","Start Time","End Time","Days","Sec Num Of Weeks ","Min Cred","Max Cred","Capacity","Enr Count","Wait","Depts","Divisions","College","Faculty Last Name","Faculty First Name","Instr Method","Sun","Mon","Tue","Wed","Thu","Fri","Sat","SEC.XLIST","SEC.FEE","Primary Section ","SEC.COMMENTS","SEC.PRINTED.COMMENTS","Academic Year","Term Sort No","Only Pass/NoPass","Allow Pass/NoPass","Bldg","Room","Start Date","End Date","Start Time","Start Time 24hr","End Time","End Time 24hr"
"2023SP","3147","UG","MUSC-1501-01","MUSC","1501","01","1","PML","LEVEL, SECOKENR","GC","GC*182","Piano","Hutton, Paula R","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Hutton","Paula","LEC","","","","","","","","","0.00","MUSC-1501-01","","Piano Class 3 required OR by permission, Take MUSC-2581 or MUSC 1501","2022","3","N","N","GC","182","2023-01-08","2023-04-27","","","",""
"2023SP","3149","UG","MUSC-1502-01","MUSC","1502","01","1","PML","LEVEL, SECOKENR","GC","GC*182","Piano","Hutton, Paula R","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","2.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Hutton","Paula","LEC","","","","","","","","","0.00","MUSC-1502-01","","Comments: Piano Class 3 required or by permission","2022","3","N","N","GC","182","2023-01-08","2023-04-27","","","",""
"2023SP","3196","UG","MUSC-1681-01","MUSC","1681","01","1","STND","LEVEL, SECOKENR","GC","GC*169","Class Piano II","Hutton, Paula R","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:00 AM"," 8:50 AM","MW","16","1.00","0.00","15","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Hutton","Paula","LEC","","Y","","Y","","","","","0.00","MUSC-1681-01","For Non-Music Major Only","","2022","3","N","N","GC","169","2023-01-08","2023-04-27"," 8:00 AM","08:00:00"," 8:50 AM","08:50:00"
"2023SP","3201","UG","MUSC-2681-01","MUSC","2681","01","2","STND","LEVEL, SECOKENR","GC","GC*169","Class Piano 4","Hutton, Paula R","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:00 AM"," 9:50 AM","MW","16","1.00","0.00","10","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Hutton","Paula","LEC","","Y","","Y","","","","","0.00","MUSC-2681-01","","","2022","3","N","N","GC","169","2023-01-08","2023-04-27"," 9:00 AM","09:00:00"," 9:50 AM","09:50:00"
"2023SP","7668","UG","BUSA-3213-01","BUSA","3213","01","3","STND","LEVEL, SECOKENR","DAH","DAH*AUD","Business Law","Jolley, Joseph Clark","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","3.00","0.00","60","0","","BUSI","BUSI","PROF (College Professional Studies)","Jolley","Joseph","LEC","","","Y","","Y","","","","0.00","BUSA-3213-01","","","2022","3","N","N","DAH","AUD","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","5620","GR","BUSA-5213-05","BUSA","5213","05","5","STND","LEVEL","HBH","HBH*104","Legal and Regulatory Issues","Jolley, Joseph Clark","Simmons, Jeffery Alan","2023-03-06","2023-03-06","2023-04-27","2023-04-27"," 6:00 PM"," 9:30 PM","TH","8","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Jolley","Joseph","LEC","","","","","Y","","","","0.00","BUSA-5213-05","","","2022","3","N","N","HBH","104","2023-03-06","2023-04-27"," 6:00 PM","18:00:00"," 9:30 PM","21:30:00"
"2023SP","5600","GR","BUSA-5213-91","BUSA","5213","91","5","INT","LEVEL","","*","Legal and Regulatory Issues","Jolley, Joseph Clark","Simmons, Jeffery Alan","2023-01-09","2023-01-09","2023-02-23","2023-02-23","","","","7","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Jolley","Joseph","WEB","","","","","","","","","0.00","BUSA-5213-91","","","2022","3","N","N","","","2023-01-09","2023-02-23","","","",""
"2023SP","3134","UG","MUSC-1000-01","MUSC","1000","01","1","STND","LEVEL, SECOKENR","GC","GC*132","Recital","Jones, Heath Eric","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 2:40 PM"," 3:30 PM","W","16","0.00","0.00","90","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Jones","Heath","LEC","","","","Y","","","","","0.00","MUSC-1000-01","","Music Majors must take each semester","2022","3","N","N","GC","132","2023-01-08","2023-04-27"," 2:40 PM","14:40:00"," 3:30 PM","15:30:00"
"2023SP","3142","UG","MUSC-1341-01","MUSC","1341","01","1","STND","LEVEL, SECOKENR","GC","GC*158","Jazz Ensemble","Jones, Heath Eric","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:30 PM","MWF","16","1.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Jones","Heath","LEC","","Y","","Y","","Y","","","0.00","MUSC-1341-01","by Audition only","by Audition only","2022","3","N","N","GC","158","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:30 PM","12:30:00"
"2023SP","3174","UG","MUSC-1541-02","MUSC","1541","02","1","PML","LEVEL, SECOKENR","GC","GC*179","Saxophone","Jones, Heath Eric","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Jones","Heath","LEC","","","","","","","","","0.00","MUSC-1541-02","","","2022","3","N","N","GC","179","2023-01-08","2023-04-27","","","",""
"2023SP","3179","UG","MUSC-1542-02","MUSC","1542","02","1","PML","LEVEL, SECOKENR","GC","GC*179","Saxophone","Jones, Heath Eric","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","2.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Jones","Heath","LEC","","","","","","","","","0.00","MUSC-1542-02","","","2022","3","N","N","GC","179","2023-01-08","2023-04-27","","","",""
"2023SP","3202","UG","MUSC-3000-01","MUSC","3000","01","3","STND","LEVEL, SECOKENR","TBA","TBA*TBA","Junior Recital","Jones, Heath Eric","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","0.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Jones","Heath","LEC","","","","","","","","","0.00","MUSC-3000-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","3204","UG","MUSC-3213-91","MUSC","3213","91","3","INT","SOPH, LEVEL, SECOKENR","","*","Perspectives in World Music","Jones, Heath Eric","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","30","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Jones","Heath","WEB","","","","","","","","","0.00","MUSC-3213-91","","Online - Spring Semester Term","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","3209","UG","MUSC-4001-01","MUSC","4001","01","4","STND","LEVEL, SECOKENR","","*","Senior Recital","Jones, Heath Eric","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Jones","Heath","LEC","","","","","","","","","0.00","MUSC-4001-01","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","3210","UG","MUSC-4011-01","MUSC","4011","01","4","STND","LEVEL, SECOKENR","","*","Senior Project","Jones, Heath Eric","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Jones","Heath","LEC","","","","","","","","","0.00","MUSC-4011-01","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","1629","UG","MUSC-2023-91","MUSC","2023","91","2","INT, GENED, COREU","LEVEL","","*","Jazz Appreciation","Jones, Heath Eric","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","35","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Jones","Heath","WEB","","","","","","","","","0.00","MUSC-2023-91","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","1636","UG","MUSC-3432-91","MUSC","3432","91","3","STND","LEVEL","","*","Music Technology","Jones, Heath Eric","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","2.00","0.00","13","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Jones","Heath","WEB","","","","","","","","","0.00","MUSC-3432-91","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","9336","UG","SPWR-1361-01","SPWR","1361","01","1","STND","LEVEL, SECOKENR","TBA","TBA*TBA","Varsity Cheerleading","Jones, Susan J","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","BUSI","BUSI","PROF (College Professional Studies)","Jones","Susan","LEC","","","","","","","","","0.00","SPWR-1361-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","","UG","COMM-1371-01","COMM","1371","01","1","STND","LEVEL","GC","GC*108","Media Prac: Film & Media Prod","Jurney, David Louis","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:30 PM","W","16","1.00","0.00","25","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Jurney","David","PRA","","","","Y","","","","","0.00","COMM-1371-01","Film and Media Production Pradicum","","2022","3","N","N","GC","108","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:30 PM","13:30:00"
"2023SP","8295","UG","COMM-3113-02","COMM","3113","02","3","STND","JRSTNDNG, LEVEL","GC","GC*108","Bus & Prof Communication","Jurney, David Louis","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:55 PM","TTH","16","3.00","0.00","25","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Jurney","David","LEC","","","Y","","Y","","","","0.00","COMM-3113-02","","","2022","3","N","N","GC","108","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:55 PM","12:55:00"
"2023SP","0682","UG","COMM-3371-01","COMM","3371","01","1","PRAC","LEVEL","GC","GC*108","Adv Media Prac: Film & Media P","Jurney, David Louis","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:30 PM","W","16","1.00","0.00","10","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Jurney","David","PRA","","","","Y","","","","","0.00","COMM-3371-01","**CLASSMERGE:COMM-1371-01","","2022","3","N","N","GC","108","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:30 PM","13:30:00"
"2023SP","5476","UG","COMM-3633-01","COMM","3633","01","3","STND","LEVEL","GC","GC*106","Audio for Media","Jurney, David Louis","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 2:40 PM"," 3:55 PM","MW","16","3.00","0.00","20","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Jurney","David","LEC","","Y","","Y","","","","","0.00","COMM-3633-01","","","2022","3","N","N","GC","106","2023-01-08","2023-04-27"," 2:40 PM","14:40:00"," 3:55 PM","15:55:00"
"2023SP","6878","UG","COMM-4763-01","COMM","4763","01","4","STND","LEVEL","GC","GC*108","Advanced Media Production","Jurney, David Louis","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 2:40 PM"," 5:40 PM","F","16","3.00","0.00","12","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Jurney","David","LEC","","","","","","Y","","","0.00","COMM-4763-01","","","2022","3","N","N","GC","108","2023-01-08","2023-04-27"," 2:40 PM","14:40:00"," 5:40 PM","17:40:00"
"2023SP","1545","UG","COMM-2413-01","COMM","2413","01","2","STND","LEVEL","GC","GC*108","Photo Principles/Practices","Jurney, David Louis","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 5:15 PM"," 7:45 PM","M","16","3.00","0.00","25","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Jurney","David","LEC","","Y","","","","","","","0.00","COMM-2413-01","","","2022","3","N","N","GC","108","2023-01-08","2023-04-27"," 5:15 PM","17:15:00"," 7:45 PM","19:45:00"
"2023SP","3162","UG","MUSC-1531-03","MUSC","1531","03","1","PML","LEVEL, SECOKENR","GC","GC*158","French Horn","Kauffman, Parker Stone","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Kauffman","Parker","LEC","","","","","","","","","0.00","MUSC-1531-03","","","2022","3","N","N","GC","158","2023-01-08","2023-04-27","","","",""
"2023SP","3169","UG","MUSC-1532-03","MUSC","1532","03","1","PML","LEVEL, SECOKENR","GC","GC*158","French Horn","Kauffman, Parker Stone","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","2.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Kauffman","Parker","LEC","","","","","","","","","0.00","MUSC-1532-03","","","2022","3","N","N","GC","158","2023-01-08","2023-04-27","","","",""
"2023SP","3682","UG","ACCT-4513-01","ACCT","4513","01","4","STND","LEVEL, SECOKENR","HBH","HBH*103","Financial Acct Statement Analy","Keiser, Kristopher Charles","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:55 PM","TTH","16","3.00","0.00","27","0","","BUSI","BUSI","PROF (College Professional Studies)","Keiser","Kristopher","LEC","","","Y","","Y","","","","0.00","ACCT-4513-01","","","2022","3","N","N","HBH","103","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:55 PM","12:55:00"
"2023SP","3075","UG","ACCT-2213-01","ACCT","2213","01","2","STND","LEVEL, SECOKENR","HBH","HBH*LEWIS","Accounting Principles II","Kelly, Elaine D","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:30 PM","MWF","16","3.00","0.00","50","0","","BUSI","BUSI","PROF (College Professional Studies)","Kelly","Elaine","LEC","","Y","","Y","","Y","","","0.00","ACCT-2213-01","","","2022","3","N","N","HBH","LEWIS","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:30 PM","13:30:00"
"2023SP","3077","UG","ACCT-3213-01","ACCT","3213","01","3","STND","LEVEL, SECOKENR","HBH","HBH*104","Intermediate Accounting II","Kelly, Elaine D","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:00 AM"," 9:50 AM","MWF","16","3.00","0.00","48","0","","BUSI","BUSI","PROF (College Professional Studies)","Kelly","Elaine","LEC","","Y","","Y","","Y","","","0.00","ACCT-3213-01","","","2022","3","N","N","HBH","104","2023-01-08","2023-04-27"," 9:00 AM","09:00:00"," 9:50 AM","09:50:00"
"2023SP","3081","UG","ACCT-4213-01","ACCT","4213","01","4","STND","LEVEL, SECOKENR","HBH","HBH*104","Advanced Accounting II","Kelly, Elaine D","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 1:10 PM"," 2:25 PM","TTH","16","3.00","0.00","18","0","","BUSI","BUSI","PROF (College Professional Studies)","Kelly","Elaine","LEC","","","Y","","Y","","","","0.00","ACCT-4213-01","","","2022","3","N","N","HBH","104","2023-01-08","2023-04-27"," 1:10 PM","13:10:00"," 2:25 PM","14:25:00"
"2023SP","8242","GR","ACCT-5143-91","ACCT","5143","91","5","STND","LEVEL, MAC.PRE","","*","Topics in Accounting","Kelly, Elaine D","Simmons, Jeffery Alan","2023-01-09","2023-01-09","2023-02-23","2023-02-23","","","","7","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Kelly","Elaine","WEB","","","","","","","","","0.00","ACCT-5143-91","","","2022","3","N","N","","","2023-01-09","2023-02-23","","","",""
"2023SP","9854","GR","MGMT-5613-92","MGMT","5613","92","5","INT","LEVEL","","*","Leader Effectiveness","Kelsey, Lyle Reed","Simmons, Jeffery Alan","2023-01-09","2023-01-09","2023-02-23","2023-02-23","","","","7","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Kelsey","Lyle","WEB","","","","","","","","","0.00","MGMT-5613-92","","","2022","3","N","N","","","2023-01-09","2023-02-23","","","",""
"2023SP","6216","UG","FMST-2423-01","FMST","2423","01","2","STND","LEVEL, SECOKENR","DAH","DAH*217","Parent-Child Relations","Kern, Bobby Lee","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 10:00 AM"," 10:50 AM","MWF","16","3.00","0.00","35","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Kern","Bobby","LEC","","Y","","Y","","Y","","2505","0.00","FMST-2423-01","","","2022","3","N","N","DAH","217","2023-01-08","2023-04-27"," 10:00 AM","10:00:00"," 10:50 AM","10:50:00"
"2023SP","6217","UG","FMST-3513-01","FMST","3513","01","3","STND","LEVEL, SECOKENR","DAH","DAH*104","Child Welfare","Kern, Bobby Lee","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:55 PM","TTH","16","3.00","0.00","30","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Kern","Bobby","LEC","","","Y","","Y","","","","0.00","FMST-3513-01","","","2022","3","N","N","DAH","104","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:55 PM","12:55:00"
"2023SP","7599","UG","FMST-4333-01","FMST","4333","01","4","STND","LEVEL, SECOKENR","DAH","DAH*210","Family Resilience","Kern, Bobby Lee","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:30 PM","MWF","16","3.00","0.00","35","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Kern","Bobby","LEC","","Y","","Y","","Y","","","0.00","FMST-4333-01","","","2022","3","N","N","DAH","210","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:30 PM","12:30:00"
"2023SP","9919","UG","FMST-4553-01","FMST","4553","01","4","STND","LEVEL, SECOKENR","DAH","DAH*220","Family Life Education","Kern, Bobby Lee","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","3.00","0.00","37","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Kern","Bobby","LEC","","","Y","","Y","","","","0.00","FMST-4553-01","","","2022","3","N","N","DAH","220","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","","UG","FMST-4713-01","FMST","4713","01","4","STND","LEVEL, SECOKENR","","*","Family Studies Practicum","Kern, Bobby Lee","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","0","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Kern","Bobby","PRA","","","","","","","","","0.00","FMST-4713-01","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","1414","UG","SOCI-2423-01","SOCI","2423","01","2","STND","LEVEL, SECOKENR","DAH","DAH*217","Parent-Child Relations","Kern, Bobby Lee","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 10:00 AM"," 10:50 AM","MWF","16","3.00","0.00","3","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Kern","Bobby","LEC","","Y","","Y","","Y","","2505","0.00","FMST-2423-01","**CLASSMERGE: FMST-2423-01","","2022","3","N","N","DAH","217","2023-01-08","2023-04-27"," 10:00 AM","10:00:00"," 10:50 AM","10:50:00"
"2023SP","0073","UG","MATH-2114-26","MATH","2114","26","2","CC, COREU, NP","LEVEL, SECOKENR, CNCUR","","","Calc I with Analytcl Geometry","Knowles, Sada Ji","","2023-01-08","","2023-04-27","","","","","16","4.00","0.00","30","0","","MATH","ENGCS","PROF (College Professional Studies)","Knowles","Sada","LEC","","","","","","","","","0.00","MATH-2114-26","","","2022","3","N","N","","","","","","","",""
"2023SP","1482","UG","THEO-3023-01","THEO","3023","01","3","STND","LEVEL","WBC","WBC*123","Church History 1517 to Present","Kooi, William Eugene","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","3.00","0.00","25","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Kooi","William","LEC","","","Y","","Y","","","","0.00","THEO-3023-01","","","2022","3","N","N","WBC","123","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","1485","UG","BIBL-4533-01","BIBL","4533","01","4","STND, GENED, COREU","LEVEL","WBC","WBC*127","Senior Capstone","Kooi, William Eugene","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 2:40 PM"," 3:55 PM","WF","16","3.00","0.00","25","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Kooi","William","LEC","","","","Y","","Y","","","0.00","BIBL-4533-01","","","2022","3","N","Y","WBC","127","2023-01-08","2023-04-27"," 2:40 PM","14:40:00"," 3:55 PM","15:55:00"
"2023SP","1499","UG","BIBL-1103-05","BIBL","1103","05","1","STND, GENED","FRESH, LEVEL","WBC","WBC*125","Story: Intro to Christian Worl","Kooi, William Eugene","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 1:40 PM"," 2:55 PM","TTH","16","3.00","0.00","15","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Kooi","William","LEC","","","Y","","Y","","","","0.00","BIBL-1103-05","","","2022","3","N","N","WBC","125","2023-01-08","2023-04-27"," 1:40 PM","13:40:00"," 2:55 PM","14:55:00"
"2023SP","1607","GR","THEO-5003-01","THEO","5003","01","5","STND","LEVEL","","*","Contemporary Theology","Kooi, William Eugene","","2023-01-08","2023-01-08","2023-04-27","2023-03-03","","","","16","3.00","0.00","25","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Kooi","William","WEB","","","","","","","","","0.00","THEO-5003-01","","","2022","3","N","N","","","2023-01-08","2023-03-03","","","",""
"2023SP","1655","UG","PSYC-2523-202","PSYC","2523","202","2","INT, T2, NP","LEVEL, WKNUR, PARAPROF","","*","Developmental Psychology","LaBrie, Catrina Telika","Becknell, Bethany Ann","2023-03-06","2023-03-06","2023-05-05","2023-05-05","","","","9","3.00","0.00","30","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","LaBrie","Catrina","WEB","","","","","","","","","0.00","PSYC-2523-202","","","2022","3","N","N","","","2023-03-06","2023-05-05","","","",""
"2023SP","1660","UG","PSYC-2523-201","PSYC","2523","201","2","INT, NP, T1","LEVEL, WKNUR, PARAPROF","","*","Developmental Psychology","LaBrie, Catrina Telika","Becknell, Bethany Ann","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","25","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","LaBrie","Catrina","WEB","","","","","","","","","0.00","PSYC-2523-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0560","UG","HONR-1100-91","HONR","1100","91","1","INT","LEVEL","","*","Honors Enrichment II","LaMascus, Richard Scott","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","0.00","0.00","0","0","","INTD","LLC","HBIBL (College of Humanities and Bible)","LaMascus","Richard","WEB","","","","","","","","","0.00","HONR-1100-91","**CLASS.ADD.KEEP:HONORS-ENRICHMENT-CENTRAL","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","0553","UG","HONR-1204-02","HONR","1204","02","1","STND","LEVEL","LC","LC*238","Sacred & Sec Thought & Ex II","LaMascus, Richard Scott","Baird, James O","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 3:40 PM"," 4:55 PM","MW","16","4.00","0.00","20","0","","INTD","LLC","HBIBL (College of Humanities and Bible)","LaMascus","Richard","LEC","","Y","","Y","","","","","0.00","HONR-1204-02","","","2022","3","N","N","LC","238","2023-01-08","2023-04-27"," 3:40 PM","15:40:00"," 4:55 PM","16:55:00"
"2023SP","0561","UG","HONR-2100-91","HONR","2100","91","2","INT, HSYM","LEVEL","","*","Honors Enrichment IV","LaMascus, Richard Scott","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","0.00","0.00","0","0","","INTD","LLC","HBIBL (College of Humanities and Bible)","LaMascus","Richard","WEB","","","","","","","","","0.00","HONR-2100-91","**CLASS.ADD.KEEP:HONORS-ENRICHMENT-CENTRAL","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","0562","UG","HONR-3100-91","HONR","3100","91","3","INT, HSYM","LEVEL","","*","Honors Enrichment Vi","LaMascus, Richard Scott","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","0.00","0.00","0","0","","INTD","LLC","HBIBL (College of Humanities and Bible)","LaMascus","Richard","WEB","","","","","","","","","0.00","HONR-3100-91","**CLASS.ADD.KEEP:HONORS-ENRICHMENT-CENTRAL","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","1496","UG","BIBL-1103-02","BIBL","1103","02","1","STND, GENED","FRESH, LEVEL","WBC","WBC*125","Story: Intro to Christian Worl","Langford, Benjamin James","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 10:00 AM"," 10:50 AM","MWF","16","3.00","0.00","40","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Langford","Benjamin","LEC","","Y","","Y","","Y","","","0.00","BIBL-1103-02","","","2022","3","N","N","WBC","125","2023-01-08","2023-04-27"," 10:00 AM","10:00:00"," 10:50 AM","10:50:00"
"2023SP","1619","UG","GMIN-3063-01","GMIN","3063","01","3","STND","LEVEL","WBC","WBC*128","Evangelism & Discipleship","Langford, Benjamin James","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 2:40 PM"," 3:55 PM","TTH","16","3.00","0.00","25","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Langford","Benjamin","LEC","","","Y","","Y","","","","0.00","GMIN-3063-01","","","2022","3","N","Y","WBC","128","2023-01-08","2023-04-27"," 2:40 PM","14:40:00"," 3:55 PM","15:55:00"
"2023SP","1684","UG","GMIN-4813-01","GMIN","4813","01","4","STND","LEVEL","WBC","WBC*126","Ss: Sports and Spirituality","Langford, Benjamin James","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","3.00","0.00","25","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Langford","Benjamin","LEC","","","Y","","Y","","","","0.00","GMIN-4813-01","","","2022","3","N","N","WBC","126","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","1505","UG","BIBL-2133-01","BIBL","2133","01","2","STND, GENED","LEVEL","WBC","WBC*125","Faith and the Problem of Suffe","Latorre, Mel","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:00 AM"," 9:50 AM","MWF","16","3.00","0.00","25","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Latorre","Mel","LEC","","Y","","Y","","Y","","","0.00","BIBL-2133-01","","","2022","3","N","N","WBC","125","2023-01-08","2023-04-27"," 9:00 AM","09:00:00"," 9:50 AM","09:50:00"
