Course ID,Course,Subject,Course No,Min Credits,Course Levels,Current Status,Short Title,Long Title,Schools,Division,Department,Acad Lvl,Yearly Cycle,Session Cycle,Reg Restrictions,Course Types,Natl ID,Terms Offered,Last Term Offered,Start Date,End Date,Description
5041,ELEM-3233,ELEM,3233,3,3,A,Primary Reading,Primary Reading,HBIBL,EBASS,EDUC,UG,A,S,LEVEL,STND,13.1202,"2023SP, 2022FA, 2022SU, 2022SP, 2021FA, 2021SP, 2020SP, 2019SP, 2018SU, 2018SP, 2017SP, 2016SP, 2015SP, 2014SP, 2013SP",2023SP,8/1/2012,,"Prerequisite: Admission to Teacher Education. , Practicum: 20 hours (ELEM-3233P). The focus of , this course includes the early developmental , stages of literacy elements, including phonemic , awareness, phonics, vocabulary, spelling, , fluency, and comprehension. The construction of , reading lesson plans, ELL students, student , diversity, and a variety of learning styles will , be addressed. During the practicum portion of the , course, candidates will pre/post test and present , lessons based upon the pre test results, assess, , and reflect on gains in student learning. The , role of RTI will be included. A case study is , required. This course is normally offered in the , spring semester."
5042,ELEM-3233P,ELEM,3233P,0,3,A,Primary Reading Practicum,Primary Reading Practicum,HBIBL,EBASS,EDUC,UG,A,S,LEVEL,STND,25.9999,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SU, 2018SP, 2017SP, 2016SP, 2015SP, 2014SP, 2013SP",2023SP,8/1/2012,,Prerequisite: Admission to Teacher Education.
3442,ELEM-3323,ELEM,3323,3,3,A,Movement and Fine Arts,Movement and Fine Arts,HBIBL,EBASS,EDUC,UG,A,A,LEVEL,STND,13.1209,"2023SP, 2022SP, 2021FA, 2021SP, 2020SP, 2019SP, 2018SU, 2018SP, 2017SP, 2016FA, 2016SP, 2015FA, 2015SP, 2014FA, 2014SP, 2013FA, 2013SP, 2012FA, 2012SP, 2011FA, 2011SP, 2010FA, 2010SP, 2009FA, 2009SP, 2008FA, 2008SP, 2007FA, 2007SP, 2006FA, 2006SP, 2005FA, 2005SP, 2004FA, 2004SU1, 2004SP, 2003FA, 2003SU, 2003SP",2023SP,8/15/2002,,"Prerequisites: Admission to teacher education or , concurrent enrollment in EDUC-3121 and EDUC-3122. , Candidates design materials, demonstrate , instructional methods, and create activities for , integrating movement, art and music, and health , and fitness activities into the PK and elementary , classroom. This course is normally offered in the , spring semester."
3377,ELEM-3332,ELEM,3332,2,3,A,Elementary Language Arts,Elementary Language Arts,HBIBL,EBASS,EDUC,UG,A,F,LEVEL,STND,13.1202,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA, 2016FA, 2015FA, 2014FA, 2013FA, 2012FA, 2003FA, 2002FA",2022FA,8/1/2002,,"Prerequisites: Admission to Teacher Education; , ELEM-3233. Corequisite: Concurrent enrollment , ELEM-3632, ELEM-3733, ELEM-3832; ELEM-3900P. The , focus of this course includes writing (process, , types, grammar, punctuation, spelling, , handwriting), listening, speaking, viewing, , visually representing, and assessment. The , construction of language arts lesson plans, ELL , students, student diversity, and a variety of , learning styles will also be addressed. , Candidates will be prepared to present language , arts lessons in Primary Practicum using data , gained from pre-testing to construct lesson plans , and assess and reflect on gains in student , learning. This course is normally offered in the , fall semester."
3395,ELEM-3632,ELEM,3632,2,3,A,Social Studies-Primary Student,Social Studies-Primary Student,HBIBL,EBASS,EDUC,UG,A,F,LEVEL,STND,13.0101,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA, 2016FA, 2015FA, 2014FA, 2013FA, 2012FA, 2011FA, 2010FA, 2009FA, 2009SP, 2008FA, 2008SU2, 2008SP, 2007FA, 2006FA, 2005FA, 2004FA, 2004SU1, 2003FA, 2002FA",2022FA,1/1/2002,,"Prerequisites: Admission to teacher education; , EDUC-3213. Corequisite: concurrent enrollment in , ELEM-3333, ELEM-3733, ELEM-3832; ELEM-3900P. , Candidates will rely on current thought and , trends in social studies instruction to develop , teaching strategies which engage students in , learning and which encourage the development of a , multicultural view. This course is normally , offered in the fall semester."
3397,ELEM-3733,ELEM,3733,3,3,A,Mathematics-Primary Students,Mathematics for Primary Students,HBIBL,EBASS,EDUC,UG,A,F,LEVEL,STND,13.1311,"2023SP, 2022FA, 2022SP, 2021FA, 2021SP, 2020FA, 2019FA, 2018FA, 2017FA, 2016FA, 2015FA, 2014FA, 2013FA, 2012FA, 2011FA, 2010FA, 2009FA, 2008FA, 2007FA, 2007SU, 2006FA, 2005FA, 2004FA, 2003FA, 2002FA",2023SP,1/1/2002,,"Prerequisites: Admission to Teacher Education; , MATH-2913. Corequisite: Concurrent enrollment in, ELEM-3333; ELEM-3632; ELEM-3832; ELEM-3900P., Candidates will demonstrate their knowledge of, number sense, geometry, measurement, algebra, and, data by creating and presenting lesson plans using, manipulatives to teach primary students number, concepts and basic problem-solving skills. In, their plans, candidates incorporate the five, process standards: problem solving, reasoning and, proof, communicaion, connections, and, representation. Content emphasis is placed on, teaching the four basic mathematical operations., This course is normally offered in the fall, semester."
3399,ELEM-3832,ELEM,3832,2,3,A,Science-Primary Student,Science-Primary Student,HBIBL,EBASS,EDUC,UG,A,F,LEVEL,STND,13.0406,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA, 2016FA, 2015FA, 2014FA, 2013FA, 2012FA, 2011FA, 2010FA, 2009FA, 2008FA, 2007FA, 2006FA, 2005FA, 2004FA, 2003FA, 2002FA",2022FA,1/1/2002,,"Prerequisites: Admission to Teacher Education; , EDUC-3213. Corequisite: Concurrent enrollment , ELEM-3333, ELEM-3632, ELEM-3733; ELEM-3900P. , Candidates will gain knowledge about methods, , materials, and experiences that enable them to , teach with an awareness and understanding of the , impact of science in the world of the primary , student. The focus is hands-on instruction for , the biological, earth, and physical sciences. A , school-based experience is incorporated. This , course is normally offered in the fall semester."
3870,ELEM-3900P,ELEM,3900P,0,3,A,Primary Practicum,Primary Practicum,HBIBL,EBASS,EDUC,UG,A,F,LEVEL,STND,13.0101,"2022FA, 2022SU, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA, 2016FA, 2015FA, 2014FA, 2013FA, 2012FA, 2012SP, 2011FA, 2010FA, 2009FA, 2008FA, 2007FA, 2006FA, 2005FA",2022FA,1/1/2005,,"A primary grade (K-3) practicum, 60 hours. The focus of the practicum is for the candidate to construct and present lessons in literacy, math, science, and social studies at the primary level. Supervision and assessment of the candidate will be conducted by a university supervisor and the classroom teacher. This course is normally offered in the fall semester. Concurrent enrollment ELEM-3333, ELEM-3632, ELEM-3733, ELEM-3832."
3396,ELEM-4242,ELEM,4242,2,4,A,Social Studies-Intermed Studen,Social Studies-Intermediate Student,HBIBL,EBASS,EDUC,UG,A,S,LEVEL,STND,13.0101,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP, 2015SP, 2014SP, 2013SP, 2012SP, 2011SP, 2010SP, 2007SP, 2006SP, 2005SP, 2004SP, 2003SP",2023SP,1/1/2002,,"Prerequisites: Admission to Teacher Education; , EDUC-3213. Corequisite: Concurrent enrollment , ELEM-4342, ELEM-4433, ELEM-4443; ELEM-4900P. , Candidates will develop teaching strategies, , including hands-on activities that integrate , knowledge and methodology from history and social , studies and are appropriate for intermediate , classrooms. Emphasis is placed on current thought , and practice in social studies instruction for , teaching students to use a wide variety of , research sources to create oral, written and , pictorial presentations. This course is normally , offered in the spring semester."
3398,ELEM-4342,ELEM,4342,2,4,A,Math-Intermediate Students,Mathematics for Intermediate Students,HBIBL,EBASS,EDUC,UG,A,S,LEVEL,STND,13.1311,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017FA, 2017SP, 2016SP, 2015SP, 2014FA, 2014SP, 2013FA, 2013SP, 2012SP, 2011SP, 2010SP, 2008SP, 2007SP, 2006SP, 2005SP, 2004SP, 2003SP, 2002FA",2023SP,1/1/2002,,"Prerequisites: Admission to Teacher Education; , MATH-2913. Corequisite: Concurrent enrollment , ELEM-4242; ELEM-4433; ELEM-4443; ELEM-4900P. , Candidates will develop strategies for teaching , the construction and exploration of estimation , strategies. Content emphasis is placed on , teaching concepts of measurement, geometry, , algebra, statistics, probability, problem , solving, reasoning, and communication of , mathematical connections. This course is normally , offered in the spring semester."
5040,ELEM-4433,ELEM,4433,3,3,A,Intermediate Reading,Intermediate Reading,HBIBL,EBASS,EDUC,UG,A,S,LEVEL,STND,13.1202,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP, 2015SP, 2014SP, 2013SP",2023SP,8/1/2012,,"Prerequisites: Admission to Teacher Education; , ELEM-3333. Corequisite: Concurrent enrollment , ELEM-4242; ELEM-4342; ELEM-4443; ELEM-4900P. The , focus of this course includes the intermediate , stages of literacy elements, including , vocabulary, spelling, fluency, and comprehension. , The use of narrative and expository texts will , also be addressed. The construction of reading , lesson plans for the intermediate grade child, , ELL students, student diversity, and reluctant , readers will also be addressed. Candidates will , be prepared to present reading lessons in , Intermediate practicum using data gain from pre , testing to construct lesson plans and assess and , reflect on gains in student learning. The role of , RTI will be reviewed. This course is normally , offered in the spring semester."
3400,ELEM-4443,ELEM,4443,3,4,A,Science-Intermediate Student,Science-Intermediate Student,HBIBL,EBASS,EDUC,UG,A,S,LEVEL,STND,13.0406,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP, 2015SP, 2014SP, 2013SP, 2012SP, 2011SP, 2010SP, 2008SP, 2007SP, 2006SP, 2005SP, 2004SP, 2003SP, 2002FA",2023SP,1/1/2002,,"Prerequisite: Admission to Teacher Education. , Corequisite: Concurrent enrollment ELEM-4433; , ELEM-4242; ELEM-4342; 4900P. Candidates will be , able to use inductive and deductive strategies , involving observation, scientific investigation, , interpretation of findings, and communication of , results while engaging in hands-on instruction. , Biological, earth and physical sciences are , viewed as an integrated discipline. A , school-based experience is incorporated. This , course is normally offered in the spring semester."
5009,ELEM-4544,ELEM,4544,4,4,A,Strategies for Reading Assess,Strategies for Reading Assessment,HBIBL,EBASS,EDUC,UG,A,F,LEVEL,STND,13.1202,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA, 2016FA, 2015FA, 2014FA, 2013FA, 2012FA",2022FA,2/28/2011,,"Prerequisites: Admission to Teacher Education; , ELEM-4433. Practicum: 24 hours (ELEM-4543P). , Candidates will know, understand, and use current , thought and practice regarding reading assessment , practices and intervention practices such as , prescriptive teaching procedures. The candidate , will apply the knowledge and understanding gained , in the OC Reading Clinic with an individual , child. This course is normally offered in the , fall semester."
3871,ELEM-4900P,ELEM,4900P,0,4,A,Intermediate Practicum,Intermediate Practicum,HBIBL,EBASS,EDUC,UG,A,S,LEVEL,PRAC,13.0101,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP, 2015SP, 2014SP, 2013SP, 2012SP, 2011SP, 2010SP, 2009SP, 2008SP, 2007SP, 2006SP, 2005SP",2023SP,1/1/2005,,"An intermediate grade (4-5) practicum, 60 hours. The focus of the practicum is for the candidate to construct and present lessons in literacy, math, science, and social studies at the intermediate level. Supervision and assessment of the candidate will be conducted by a university supervisor and the classroom teacher. This course is normally offered in the spring semester. Concurrent enrollment ELEM-4242, ELEM-4342, ELEM-4433, ELEM-4443."
5763,ELEM-4901,ELEM,4901,0,4,A,Independent Practicum,Independent Practicum,HBIBL,EBASS,EDUC,UG,A,A,LEVEL,STND,13.0101,"2023SP, 2022SP, 2021SP, 2020SP",2023SP,1/1/2005,,"An intermediate grade (4-5) practicum, 60 hours. The focus of the practicum is for the candidate to construct and present lessons in literacy, math, science, and social studies at the intermediate level. Supervision and assessment of the candidate will be conducted by a university supervisor and the classroom teacher. This course is normally offered in the spring semester. Concurrent enrollment ELEM-4242, ELEM-4342, ELEM-4433, ELEM-4443."
857,ELEM-4910,ELEM,4910,1,4,A,Ind Std in Elem Educ,Ind Std in Elem Educ,HBIBL,EBASS,EDUC,UG,A,A,LEVEL,STND,13.1202,,,1/1/1950,,
859,ELEM-4911,ELEM,4911,1,4,A,Indep Std Elem Educ,Indep Std Elem Educ,HBIBL,EBASS,EDUC,UG,A,A,LEVEL,STND,13.1202,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP, 2015SP, 2006FA, 2003FA",2023SP,1/1/1950,,
860,ELEM-4912,ELEM,4912,2,4,A,Indep Std Elem Educ,Indep Std Elem Educ,HBIBL,EBASS,EDUC,UG,A,A,LEVEL,STND,13.1202,,,1/1/1950,,
3671,ELEM-4913,ELEM,4913,3,4,A,Indep Std Elem Educ,Indep Std Elem Educ,HBIBL,EBASS,EDUC,UG,A,A,LEVEL,STND,13.1202,"2022FA, 2020FA, 2019FA, 2018FA, 2017FA, 2016FA, 2016SP, 2009SP, 2004FA, 2003FA",2022FA,1/1/1950,,
3419,ENGL-0011,ENGL,11,1,"1, 2",A,English Lower Division,English Lower Division,HBIBL,LLC,LALT,UG,A,A,LEVEL,EQIV,,,,1/1/2001,,
3291,ENGL-0012,ENGL,12,2,"1, 2",A,English Lower Division,English Lower Division,HBIBL,LLC,LALT,UG,A,A,LEVEL,EQIV,,,,1/1/2001,,
3185,ENGL-0013,ENGL,13,3,"1, 2",A,English Lower Division,English Lower Division,HBIBL,LLC,LALT,UG,,,LEVEL,EQIV,23.0101,,,1/1/2001,,
3414,ENGL-0014,ENGL,14,4,"1, 2",A,English Lower Division,English Lower Division,HBIBL,LLC,LALT,UG,A,A,LEVEL,EQIV,23.0101,"2009FA, 2007FA",2009FA,1/1/2001,,
4482,ENGL-0016,ENGL,16,6,3,A,Alternate Integravtive Seminar,Alternate Integravtive Seminar,HBIBL,LLC,LALT,UG,A,A,LEVEL,EQIV,23.0101,"2009FA, 2007FA",2009FA,7/1/2007,,
4093,ENGL-0021,ENGL,21,1,"3, 4",A,English Upper Division,English Upper Division,HBIBL,LLC,LALT,UG,,,LEVEL,EQIV,,,,1/1/2001,,
3557,ENGL-0022,ENGL,22,2,"3, 4",A,English Upper Division,English Upper Division,HBIBL,LLC,LALT,UG,,,LEVEL,EQIV,,,,1/1/2001,,
3186,ENGL-0023,ENGL,23,3,"3, 4",A,English Upper Division,English Upper Division,HBIBL,LLC,LALT,UG,,,LEVEL,EQIV,23.0101,,,1/1/2001,,
3556,ENGL-0024,ENGL,24,4,"3, 4",A,English Upper Division,English Upper Division,HBIBL,LLC,LALT,UG,,,LEVEL,EQIV,,,,1/1/2001,,
3365,ENGL-0032,ENGL,32,2,"1, 2",A,Humanities Literature,Humanities Literature,HBIBL,LLC,LALT,UG,,,LEVEL,EQIV,,,,1/1/2002,,
3069,ENGL-0033,ENGL,33,3,"1, 2",A,Humanities Literature,Humanities Literature,HBIBL,LLC,LALT,UG,A,A,LEVEL,EQIV,16.12,,,1/1/2001,,
5949,ENGL-0123,ENGL,123,3,0,A,Metacognitive Writing Strategi,Metacognitive Writing Strategies,HBIBL,LLC,LALT,UG,A,A,LEVEL,REMED,23.0101,"2023SP, 2022FA, 2021FA",2023SP,1/1/2021,,
148,ENGL-1113,ENGL,1113,3,1,A,English Comp I,English Comp I,HBIBL,LLC,LALT,UG,A,A,LEVEL,"STND, GENED, COREU",23.0101,"2023SP, 2022WI, 2022FA, 2022SU, 2022SP, 2021WI, 2021FA, 2021SU, 2021SP, 2021JA, 2020WI, 2020FA, 2020SU, 2020SP, 2019FA, 2019SU, 2019SP, 2018FA, 2018SU, 2018SP, 2017FA, 2017SP, 2016FA, 2016SP, 2015FA, 2015SU, 2015SP, 2014FA, 2014SU, 2014SP, 2013FA, 2013SU, 2013SP, 2012FA, 2012SU",2023SP,1/1/1950,,"The first course in college-level writing using , contemporary technology. The course emphasizes , the composing process, analytical thinking, , various types of writing, basic research methods , and documentation. Writing includes a journal, a , personal essay, a research report, analytical , essays and a short research paper sustaining a , thesis. Students enrolled in ENGL-1113-English , Composition I must make a grade of ""C"" or better , in order to enroll in ENGL-1213-English , Composition II. This course is normally offered , every semester."
156,ENGL-1213,ENGL,1213,3,1,A,English Comp II,English Comp II,HBIBL,LLC,LALT,UG,A,A,LEVEL,"STND, GENED, COREU",23.0101,"2023SP, 2022WI, 2022FA, 2022SU, 2022SP, 2021WI, 2021FA, 2021SU, 2021SP, 2021JA, 2020WI, 2020FA, 2020SU, 2020SP, 2019WI, 2019FA, 2019SU, 2019SP, 2018FA, 2018SU, 2018SP, 2017FA, 2017SU, 2017SP, 2016FA, 2016SU, 2016SP, 2015FA, 2015SU, 2015SP, 2014FA, 2014SU, 2014SP, 2013FA, 2013SU, 2013SP, 2012FA, PPG",2023SP,1/1/1950,,"Prerequisites: ENGL-1113 with a grade of ""C"" or , better. The second and final course in the , composition series, emphasizing written , presentation of academic research supported , argument using contemporary technology. Students , are taught to read and think critically in , analyzing texts and evaluating sources and to , communicate their ideas in an appropriate medium , and style. This course builds on skills learned , in English Composition I, and includes an , extensive research project. Students enrolled in , ENGL-1213-English Composition II must make a , grade of ""C"" or better in order to enroll in , ENGL-2213-Perspectives in Literature. This course , is normally offered every semester."
2848,ENGL-1223,ENGL,1223,3,1,A,Eng Convers for Inter Student,"English Conversation for International, Students",HBIBL,LLC,LALT,UG,A,A,LEVEL,NP,,2000SP,2000SP,1/1/1950,,
5905,ENGL-1803,ENGL,1803,3,1,A,Metacognitive Writing Strategi,Metacognitive Writing Strategies,HBIBL,LLC,LALT,UG,A,A,LEVEL,"STND, GENED, COREU",23.0101,"2022FA, 2021FA",2022FA,1/1/1950,,
1076,ENGL-2213,ENGL,2213,3,2,A,Perspectives in Literature,Perspectives in Literature,HBIBL,LLC,LALT,UG,A,A,LEVEL,"OK11A, GENED, COREU",23.0101,"2023SP, 2022WI, 2022FA, 2022SU, 2022SP, 2021WI, 2021FA, 2021SU, 2021SP, 2021JA, 2020WI, 2020FA, 2020SU, 2020SP, 2019WI, 2019FA, 2019SU, 2019SP, 2018FA, 2018SU, 2018SP, 2017FA, 2017SU, 2017SP, 2016FA, 2016SU, 2016SP, 2015FA, 2015SU, 2015SP, 2014FA, 2014SU, 2014SP, 2013FA, 2013SU, 2013SP, 2012FA, 2012SU, 2012SP, 2011FA, 2011SU, 2011SP, 2010FA, 2010SU, 2010SP, 2009FA, 2009SU, 2008FA, 2008SU3, 2008SU2, 2008SU, 2008SU1, 2008SP, 2007FA, 2007SU, 2007SP, 2006FA, 2006SU3, 2006SU2, 2006SU1, 2006SP, 2005FA, 2005SU4, 2005SU3, 2005SU1, 2005SP, 2004FA, 2004SU3, 2004SU1, 2004SP, 2003FA, 2003SU, 2003SP, 2002FA, 2002SU2, 2002SP, 2001FA, 2001SU2, 2001SU1, 2001SP, 2000FA, 2000SU2, 2000SP, 1999FA, 1999SP",2023SP,1/1/1950,,"Prerequisite: ENGL-1213 with a grade of ""C"" or, better. This course is an introduction to the, great literature of the world, focusing on the , deepening and broadening of the students' , perspectives to help them become thinkers, , readers, and writers for life. (CLEP test credit , will not be accepted for this course.) This course, is normally offered every semester."
5810,ENGL-2333,ENGL,2333,3,2,A,TEFL Experience,TEFL Experience,HBIBL,LLC,LALT,UG,A,F,LEVEL,STND,13.1401,"2023SP, 2022FA, 2022SP, 2021FA, 2021SP, 2020FA",2023SP,3/1/2020,,"Introduction to English language teaching through, supervised lessons with non-native English, speakers (NNESs). Students will observe, and interview experienced English language, teachers (ELTs), complete an initial job, search, document 20 hours of instruction with, NNESs, and meet weekly with the instructor. ENGL, 2-3 contributes 3 credits toward TEFL, Certification. This course, is available during fall and summer semesters."
229,ENGL-2513,ENGL,2513,3,2,A,Studies in World Literature,Studies in World Literature,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,16.0104,"2005SU1, 2000FA, 2000SU2, 2000SU1, 1999SP",2005SU1,1/1/1950,,
165,ENGL-3013,ENGL,3013,3,3,A,Literary Criticism,Literary Criticism,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,23.0101,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA, 2015FA, 2014FA, 2013FA, 2012FA, 2011FA, 2010FA, 2010SP, 2009FA, 2008FA, 2008SP, 2007FA, 2007SP, 2006SP, 2005FA, 2005SP, 2004SP, 2003FA, 2003SP, 2002FA, 2002SP, 2001SP, 2000SP, 1999SP",2022FA,1/1/1950,,"Prerequisite: ENGL-1213 with a grade of ""C"" or , better. Non-majors by permission only. An , introduction to critical and theoretical methods , with special attention to the elements of , literary study and analysis, the major critical , documents, and present critical approaches. This , course is normally offered in the fall semester , of odd numbered years."
5371,ENGL-3023,ENGL,3023,3,3,A,Utopian/Distopian Literature,Utopian/Distopian Literature,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,23.0101,"2022SU, 2021SU, 2020WI, 2020SU, 2019SU, 2018SU",2022SU,1/1/1950,,"Prerequisite: ENGL-1213 and ENGL-2223. This , English elective focuses on exploring the , shifting defnition of ""utopia"" in philosophy, , literature, and politics through the reading of , major utopian texts/film. This course is offered , as needed."
2682,ENGL-3123,ENGL,3123,3,3,A,World Lit: Classical-Renaissa,World Lit: Classical to Renaissance,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,23.1401,"2022FA, 2021FA, 2021SP, 2020FA, 2019FA, 2018FA, 2016FA, 2014FA, 2012FA, 2010FA, 2008FA, 2007SU, 2006FA, 2006SP, 2004FA, 2003FA, 2002FA, 2001FA, 2000FA",2022FA,7/1/1999,,"Prerequisite: ENGL-1213 with a grade of ""C"" or , better. Non-majors by permission only. A study of , representative world masterpieces through the , Sixteenth Century. This course is normally , offered in the fall semester of even numbered , years."
2683,ENGL-3133,ENGL,3133,3,3,A,World Lit: Renaissance to Mod,World Lit: Renaissance to Modern,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,23.1401,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2015SP, 2013SP, 2011SP, 2009SP, 2007SP, 2005SP, 2004SP, 2003SP, 2002SP, 2001SP",2023SP,7/1/1999,,"Prerequisite: ENGL-1213 and ENGL-2223 with a , grade of C or better. Non-majors by permission , only. A study of representative world , masterpieces from the past four centuries. This , course is normally offered in the spring semester , of odd numbered years."
233,ENGL-3153,ENGL,3153,3,3,A,English Lit Survey I 680-1600,English Lit Survey I 680-1600,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,23.1404,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA, 2015FA, 2013FA, 2011FA, 2009FA, 2008FA, 2008SP, 2007FA, 2006SP, 2005FA, 2004SP, 2003FA, 2002FA, 2001FA, 2001SU1, 1999FA",2022FA,1/1/1950,,"Prerequisite: ENGL-1213 and ENGL-2223 with a , grade of C or better. Non-majors by permission , only. A study of the major works of English , literature from the Danish invasion to the close , of the Sixteenth Century. This course is normally , offered in the fall semester of odd numbered , years."
239,ENGL-3253,ENGL,3253,3,3,A,English Lit Survey II,English Lit Survey II,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,23.1404,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2016SP, 2014SP, 2012SP, 2010SP, 2009SP, 2008FA, 2008SU, 2008SP, 2006FA, 2006SP, 2004FA, 2004SP, 2003FA, 2003SU, 2003SP, 2002SU2, 2002SP, 2000SP",2023SP,1/1/1950,,"Prerequisite: ENGL-1213 and ENGL-2223 with a , grade of C or better. Non-majors by permission , only. A study of the major works of English , literature from the late Renaissance through the , Romantics. This course is normally offered in the , spring semester of even numbered years."
909,ENGL-3313,ENGL,3313,3,3,A,Intro to Linguistics,Intro to Linguistics,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,16.0102,"2023SP, 2022FA, 2022SP, 2021FA, 2021SP, 2020FA, 2019FA, 2018FA, 2016FA, 2014FA, 2014SP, 2012FA, 2012SP, 2010FA, 2009FA, 2008FA, 2007FA, 2006FA, 2004FA, 2002FA, 2000FA",2023SP,1/1/1950,,"Prerequisite: ENGL-1213 with a grade of ""C"" or , better. The basic concepts, scope and methodology , of the science of language in its descriptive and , historical aspects as well as an introduction to , the phonemic, morphemic and syntactical features , of language. The course also considers the , applications of modern linguistics. This course , is normally offered in the fall semester of even , numbered years."
244,ENGL-3353,ENGL,3353,3,3,A,En Lit Survey III 1780 to Pr,English Lit Survey III 1780 to Present,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,23.1404,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2015SP, 2013SP, 2011SP, 2009SP, 2007SP, 2006FA, 2005SP, 2004FA, 2003SP, 2002SU1, 2000SU1",2023SP,1/1/1950,,"Prerequisite: ENGL-1213 and ENGL-2223 with a , grade of C or better. Non-majors by permission , only. A study of the major works of English , literature from the Victorians to the present. , This course is normally offered in the spring , semester of odd numbered years."
911,ENGL-3413,ENGL,3413,3,3,A,Studies World Lit,Studies World Lit,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,16.0104,"2006SP, 2005FA, 2004FA, 2003SP, 2000FA",2006SP,1/1/1950,,"Prerequisite: ENGL-1213 and ENGL-2223 with a , grade of C or better. Non-majors by permission , only. A study of one major genre (fiction, , poetry, drama, or film) as it appears in major , world texts. The course may be repeated as the , content changes. This course is normally offered , as needed."
2987,ENGL-3443,ENGL,3443,3,3,A,Bible As Literature,Bible As Literature,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,23.0801,"2011SP, 2009SP, 2004SU1, 2003SU, 2001SP",2011SP,1/1/1950,,"In this course students will examine the Bible , not only as God's inspired word, but also as a , literary text. Critiques and analyses from , Biblical scholars will be explored. In addition, , students will write about their personal , interpretations of the Bible. Same as BIBL-3443. , This course is normally offered in the spring , semester."
174,ENGL-3493,ENGL,3493,3,3,A,Technical Writing,Technical Writing,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,23.0101,"2022FA, 2022SU, 2022SP, 2021FA, 2021SU, 2021SP, 2020FA, 2020SU, 2020SP, 2019FA, 2019SU, 2019SP, 2018FA, 2018SU, 2018SP, 2017FA, 2017SU, 2016FA, 2016SP, 2015FA, 2014FA, 2013FA, 2012FA, 2012SP, 2011FA, 2010FA, 2010SP, 2009FA, 2009SU, 2008FA, 2008SU3, 2008SU, 2007FA, 2007SU, 2006FA, 2006SU1, 2005FA, 2005SU1, 2005SP, 2004FA, 2004SU1, 2004SP, 2003FA, 2003SU, 2003SP, 2002FA, 2002SU4, 2002SU2, 2002SU1, 2002SP, 2001FA, 2001SU2, 2001SU1, 2001SP, 2000FA, 2000SU1, 2000SP, 1999FA, 1999SU2, 1999SU1, 1999SP",2022FA,1/1/1950,,"Prerequisite: ENGL-1213 with a grade of ""C"" or , better. An introduction to scientific, business , and technical writing, including experience in , conducting research and writing major types of , reports as well as letters and memos. The course , also includes basic information regarding , graphics and design. This course is normally , offered in the fall semester."
180,ENGL-3523,ENGL,3523,3,3,A,Creative Writing I,Creative Writing I,HBIBL,LLC,LALT,UG,A,A,LEVEL,STND,23.1302,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2016SP, 2014SP, 2012SP, 2010SP, 2009SP, 2008SP, 2007SP, 2006SP, 2005SP, 2004SP, 2003SP, 2002SP, 2001SP, 2000SU2, 2000SP, 1999SP",2023SP,1/1/1950,,"Prerequisite: ENGL-1213 with a grade of ""C"" or , better. A study of the theory of creative writing , and practice in a workshop setting in the , composition of fiction and drama. The course , serves as an introduction to the sources of , creative writing, the characteristics of the , major genres and the process of revising and , editing. This course is normally offered in the , spring semester of even numbered years."
